Dataset, Hamming Loss, Subset Accuracy, Example-Based Precision, Example-Based Recall, Example-Based F Measure, Example-Based Accuracy, Example-Based Specificity, Micro-averaged Precision, Micro-averaged Recall, Micro-averaged F-Measure, Micro-averaged Specificity, Micro-averaged Accuracy, Macro-averaged Precision, Macro-averaged Recall, Macro-averaged F-Measure, Macro-averaged Specificity, Macro-averaged Accuracy, Average Precision, Coverage, OneError, IsError, ErrorSetSize, Ranking Loss, Mean Average Precision, Geometric Mean Average Precision, Mean Average Interpolated Precision, Geometric Mean Average Interpolated Precision, Logarithmic Loss, number of evaluations, execution time
yeast_train_1,0.01661740558292285,0.8942528735632184,0.964863163656267,0.9755495347564312,0.9682759489027244,0.9555935048348845,0.9848753213580816,0.9635768811341331,0.9809058614564832,0.9721641544724392,0.984423094860554,0.9833825944170772,0.8914440547737567,0.9540511004456167,0.9123490046421361,0.9819963922569297,0.9833825944170771,0.9811831260229052,3.4,0.023908045977011495,0.07448275862068965,0.38482758620689655,0.011423023245683343,0.9153166740728941,0.8807230999686146,0.887324554818729,0.8632050808683541,1.740732537516949,172,519.893
emotions_train_1,0.032833020637898676,0.8761726078799249,0.9465290806754223,0.947779862414009,0.9400875547217016,0.9249530956848032,0.979643527204503,0.9500509683995922,0.9433198380566802,0.94667343829355,0.9778280542986425,0.9671669793621013,0.951158053908021,0.941605484362094,0.9460987557478558,0.9767433493755773,0.9671669793621013,0.9665415884928077,1.0112570356472796,0.05065666041275797,0.08630393996247655,0.19136960600375236,0.026610381488430267,0.9743315393083569,0.9742972589715294,0.9309418252680616,0.9308120109752072,1.28857853124705,87,1.561
emotions_train_1,0.03158223889931206,0.8799249530956847,0.9476235146966855,0.9571607254534085,0.9455731260609315,0.9300187617260788,0.9763914946841777,0.943943943943944,0.9544534412955465,0.949169602415702,0.9746606334841629,0.9684177611006879,0.9445156823316635,0.9534725981843876,0.9487248999173546,0.9735324883651435,0.9684177611006879,0.9711069418386488,0.9887429643527205,0.04127579737335835,0.075046904315197,0.15572232645403378,0.022514071294559103,0.9696284164315663,0.9695753130442273,0.9318551811068029,0.9317649024492659,1.4134225326595973,87,2.132
emotions_train_1,0.033458411507192,0.874296435272045,0.9480925578486555,0.9537210756722954,0.9442776735459668,0.9272983114446531,0.975171982489056,0.9418254764292878,0.9504048582995951,0.9460957178841309,0.9737556561085973,0.966541588492808,0.9441095017786378,0.9491107695812043,0.9464265466578677,0.972178226211806,0.966541588492808,0.9658432353554302,1.0056285178236397,0.0525328330206379,0.08067542213883677,0.19324577861163228,0.027293099854075464,0.9742736633530913,0.9742283953416224,0.9316655323098498,0.9315686109298957,1.3373117673182655,87,1.935
emotions_train_1,0.019074421513445905,0.9193245778611632,0.9706066291432148,0.9640400250156348,0.9632270168855541,0.9534083802376485,0.9913070669168232,0.9794871794871794,0.9588353413654619,0.9690512430238457,0.9909173478655767,0.9809255784865542,0.9806983684419232,0.9562891178968798,0.9682521364507429,0.9902753428637138,0.9809255784865542,0.985209505941213,0.9530956848030019,0.016885553470919325,0.043151969981238276,0.11069418386491557,0.014571607254534085,0.9852150991040797,0.9851873783849276,0.9377757678028854,0.9376780291481436,0.7998079975363993,87,2.119
emotions_train_1,0.018449030644152594,0.9324577861163227,0.9696685428392744,0.9696685428392744,0.9669793621013135,0.9591932457786116,0.9893058161350845,0.9766022380467956,0.963855421686747,0.9701869631126832,0.9895549500454133,0.9815509693558474,0.9777804692461419,0.9618078816937893,0.9695461915590872,0.9889675874849685,0.9815509693558474,0.9890869293308319,0.9362101313320825,0.01125703564727955,0.0375234521575985,0.08818011257035648,0.010798415676464456,0.9930558962341866,0.9930531303415032,0.9694391671432432,0.9692325130632673,0.4985639758063632,87,2.231
emotions_train_1,0.09036898061288302,0.6641651031894934,0.8612883051907446,0.8624140087554723,0.8470919324577875,0.8052220137585993,0.9367104440275177,0.8625641025641025,0.8443775100401606,0.8533739218670725,0.9391462306993642,0.909631019387117,0.8580104968187242,0.8373249587954711,0.8471534766478174,0.9380614411525138,0.9096310193871169,0.9375703564727949,1.198874296435272,0.06941838649155722,0.20825515947467166,0.44652908067542213,0.0557848655409631,0.9114284632833244,0.9103843759681068,0.8800208826232176,0.8792340325250817,1.9984076683849656,87,1.51
emotions_train_1,0.09036898061288302,0.6641651031894934,0.8612883051907446,0.8624140087554723,0.8470919324577875,0.8052220137585993,0.9367104440275177,0.8625641025641025,0.8443775100401606,0.8533739218670725,0.9391462306993642,0.909631019387117,0.8580104968187242,0.8373249587954711,0.8471534766478174,0.9380614411525138,0.9096310193871169,0.9375703564727949,1.198874296435272,0.06941838649155722,0.20825515947467166,0.44652908067542213,0.0557848655409631,0.9114284632833244,0.9103843759681068,0.8800208826232176,0.8792340325250817,1.9984076683849656,87,1.497
emotions_train_1,0.09036898061288302,0.6641651031894934,0.8612883051907446,0.8624140087554723,0.8470919324577875,0.8052220137585993,0.9367104440275177,0.8625641025641025,0.8443775100401606,0.8533739218670725,0.9391462306993642,0.909631019387117,0.8580104968187242,0.8373249587954711,0.8471534766478174,0.9380614411525138,0.9096310193871169,0.9375703564727949,1.198874296435272,0.06941838649155722,0.20825515947467166,0.44652908067542213,0.0557848655409631,0.9114284632833244,0.9103843759681068,0.8800208826232176,0.8792340325250817,1.9984076683849656,87,1.572
emotions_train_1,0.09036898061288302,0.6641651031894934,0.8612883051907446,0.8624140087554723,0.8470919324577875,0.8052220137585993,0.9367104440275177,0.8625641025641025,0.8443775100401606,0.8533739218670725,0.9391462306993642,0.909631019387117,0.8580104968187242,0.8373249587954711,0.8471534766478174,0.9380614411525138,0.9096310193871169,0.9375703564727949,1.198874296435272,0.06941838649155722,0.20825515947467166,0.44652908067542213,0.0557848655409631,0.9114284632833244,0.9103843759681068,0.8800208826232176,0.8792340325250817,1.9984076683849656,87,1.674
emotions_train_1,0.028767979987492167,0.8836772983114447,0.9562226391494685,0.9546591619762353,0.949030644152596,0.9335522201375862,0.9813633520950598,0.9552845528455285,0.951417004048583,0.9533468559837728,0.9800904977375565,0.9712320200125079,0.9572778839229015,0.9497656359474381,0.9533735924524515,0.9787973417969845,0.9712320200125079,0.9699499687304561,0.9793621013133208,0.04690431519699812,0.075046904315197,0.15196998123827393,0.02184177611006879,0.9712092641061725,0.9711893552913636,0.9294990674524426,0.9294631607215219,1.378412127991122,87,1.399
emotions_train_1,0.02845528455284551,0.8836772983114447,0.9526266416510322,0.9562226391494686,0.9480121504511755,0.9332395247029397,0.9815509693558475,0.9553299492385787,0.9524291497975709,0.9538773441459706,0.9800904977375565,0.9715447154471545,0.9558012916955576,0.9511262767925871,0.9533365368574174,0.9791666497324693,0.9715447154471545,0.969981238273921,1.0,0.04127579737335835,0.0825515947467167,0.17636022514071295,0.024567437982072126,0.9739288981472426,0.9739023994693533,0.9368576356331837,0.9367069052145419,1.278537986069399,87,3.274
emotions_train_1,0.020012507817385873,0.9193245778611632,0.9671669793621015,0.9662288930581614,0.9634146341463417,0.9537210756722952,0.9886178861788619,0.9745417515274949,0.9608433734939759,0.967644084934277,0.9886466848319709,0.9799874921826142,0.975729181636316,0.9586221286881655,0.967009093461121,0.9879411451312018,0.9799874921826142,0.9858192620387741,0.9455909943714822,0.01876172607879925,0.04127579737335835,0.10694183864915573,0.01337294142172191,0.9895385929688696,0.9895380435789197,0.9471144353552909,0.9468811318334658,0.7002800107534399,87,1.51
emotions_train_1,0.0190744215134459,0.9193245778611632,0.9718574108818011,0.9762351469668543,0.9699812382739216,0.9587242026266416,0.9857723577235774,0.9689067201604814,0.9698795180722891,0.9693928750627195,0.9859218891916439,0.9809255784865542,0.9716432934053353,0.9674844973067106,0.9692755442500024,0.9847869732506682,0.9809255784865542,0.9890035438815925,0.9230769230769231,0.016885553470919325,0.03377110694183865,0.08067542213883677,0.00978215551386283,0.9915906714697883,0.9915850568144028,0.9610763008997649,0.9608168678327039,0.5878912228933297,87,1.289
emotions_train_1,0.020950594121325824,0.9099437148217636,0.9648217636022514,0.9724828017510943,0.9645224694005187,0.9524702939337084,0.9833646028767982,0.964035964035964,0.9688755020080321,0.9664496745117677,0.9836512261580381,0.9790494058786742,0.9645689805081438,0.9668041798892574,0.9655948760745948,0.9830152816056822,0.9790494058786741,0.987742338961851,0.9380863039399625,0.016885553470919325,0.039399624765478425,0.09380863039399624,0.011475922451532209,0.9906675001342155,0.9906660424144578,0.9546476476236178,0.9543648705611334,0.5967238329919807,87,1.343
emotions_train_1,0.021888680425265795,0.9099437148217636,0.9687304565353344,0.9640400250156347,0.9622889305816137,0.9501250781738585,0.9861475922451532,0.9695740365111561,0.9598393574297188,0.9646821392532795,0.9863760217983651,0.9781113195747342,0.9724964728516504,0.9566160441732839,0.9642124157960487,0.9850853619095555,0.9781113195747343,0.9881488430268915,0.9362101313320825,0.013133208255159476,0.04127579737335835,0.09193245778611632,0.011152803835730665,0.9870689191011407,0.9870249946847817,0.9581056723528381,0.9577610790971655,0.648744216411417,87,1.33
emotions_train_1,0.02220137585991244,0.9136960600375235,0.9627892432770481,0.9606003752345216,0.9577861163227022,0.9474671669793618,0.9879299562226392,0.9733879222108496,0.9548192771084337,0.9640141915864167,0.9881925522252498,0.9777986241400876,0.974886005912272,0.9524553711468995,0.963378407452721,0.987388201307695,0.9777986241400876,0.9877527621430058,0.9305816135084428,0.016885553470919325,0.03564727954971857,0.0975609756097561,0.01194496560350219,0.9921841695612272,0.9921784400275404,0.9690668278741202,0.9688522693759336,0.5252263259601785,87,0.898
emotions_train_1,0.02032520325203252,0.9193245778611632,0.9727954971857411,0.9668542839274548,0.9658536585365857,0.954659161976235,0.9876172607879926,0.9725888324873097,0.9618473895582329,0.9671882887430591,0.9877384196185286,0.9796747967479674,0.9747721335293207,0.9597278789794293,0.9669850787772406,0.986801126111124,0.9796747967479674,0.9861997081509276,0.9455909943714822,0.016885553470919325,0.043151969981238276,0.0975609756097561,0.012304565353345842,0.9871142513811301,0.9870821808445736,0.9589137250493575,0.9585897316910283,0.6212186113659555,87,0.86
emotions_train_1,0.03095684803001876,0.8836772983114447,0.9455909943714822,0.9574734208880552,0.9456803359242388,0.9315196998123826,0.977048155096936,0.9467336683417086,0.9534412955465587,0.9500756429652042,0.9760180995475113,0.9690431519699813,0.9476542172494563,0.9518443595277902,0.9494653425899138,0.97495016686758,0.9690431519699813,0.9691682301438398,0.9906191369606003,0.043151969981238276,0.07879924953095685,0.15947467166979362,0.023712737127371278,0.9725828143522198,0.9725605931881883,0.9320600267451775,0.9319997695308574,1.2953802616032974,87,1.487
emotions_train_1,0.030018761726078785,0.8818011257035647,0.9507504690431521,0.9584115071919952,0.9477798624140094,0.9323014383989995,0.9788930581613509,0.9486921529175051,0.9544534412955465,0.9515640766902119,0.9769230769230769,0.9699812382739212,0.9499009209440419,0.9530528766905147,0.9513791427247794,0.9757669560227994,0.9699812382739212,0.966755263706483,1.00187617260788,0.04878048780487805,0.08442776735459662,0.18574108818011256,0.026089222430685843,0.9745933485275803,0.9745469265462611,0.9313075450883662,0.9311754465823842,1.2516638579203556,87,1.424
emotions_train_1,0.0190744215134459,0.9193245778611632,0.9718574108818011,0.9762351469668543,0.9699812382739216,0.9587242026266416,0.9857723577235774,0.9689067201604814,0.9698795180722891,0.9693928750627195,0.9859218891916439,0.9809255784865542,0.9716432934053353,0.9674844973067106,0.9692755442500024,0.9847869732506682,0.9809255784865542,0.9890035438815925,0.9230769230769231,0.016885553470919325,0.03377110694183865,0.08067542213883677,0.00978215551386283,0.9915906714697883,0.9915850568144028,0.9610763008997649,0.9608168678327039,0.5878912228933297,87,1.352
emotions_train_1,0.021575984990619145,0.9118198874296435,0.9677923702313945,0.9602876797998748,0.9607254534083806,0.9498123827392118,0.9887429643527205,0.9753846153846154,0.9548192771084337,0.9649923896499238,0.989100817438692,0.9784240150093808,0.9778427016851051,0.9512590933054549,0.9640175661454758,0.9880899039128531,0.9784240150093808,0.9883364602876797,0.9287054409005628,0.0150093808630394,0.039399624765478425,0.0825515947467167,0.010146966854283927,0.9900178199087266,0.9899908987202187,0.9709423466162219,0.9706522277686456,0.5461835736308497,87,3.663
emotions_train_1,0.01969981238273921,0.924953095684803,0.9718574108818011,0.9681050656660413,0.9661663539712323,0.9560662914321449,0.9881801125703565,0.9736040609137055,0.9628514056224899,0.9681978798586572,0.9881925522252498,0.9803001876172608,0.9758370242626806,0.9602470171147716,0.9677517436546732,0.9872404733735664,0.9803001876172609,0.9874140087554721,0.9362101313320825,0.0150093808630394,0.043151969981238276,0.09380863039399624,0.011642693350010424,0.9877056830717367,0.9876702631696544,0.9577596813631671,0.9574646998462726,0.6216028269026286,87,1.528
emotions_train_1,0.020637898686679177,0.9230769230769231,0.9671669793621013,0.964665415884928,0.9627892432770485,0.9537210756722951,0.9876172607879926,0.9725609756097561,0.9608433734939759,0.9666666666666667,0.9877384196185286,0.9793621013133208,0.9743899179846377,0.9586148671568537,0.9662822358360156,0.9868014945628935,0.9793621013133209,0.9819262038774232,0.9624765478424016,0.024390243902439025,0.04690431519699812,0.13133208255159476,0.016869918699186994,0.9888784973604562,0.9888772875600004,0.9446372082168716,0.9443807718712953,0.7239099979495667,87,1.275
emotions_train_1,0.021575984990619138,0.9155722326454033,0.9671669793621013,0.9659161976235145,0.9629768605378366,0.9523139462163852,0.9866791744840527,0.9705583756345177,0.9598393574297188,0.9651691065118627,0.9868301544050863,0.9784240150093808,0.9714757232034951,0.9564357241981177,0.9637674225615788,0.9861781120009204,0.9784240150093808,0.9857410881801125,0.9418386491557224,0.01876172607879925,0.039399624765478425,0.10694183864915573,0.013451115280383574,0.9895495565686336,0.9895491747673748,0.9552056015169996,0.9548883064848395,0.6269213511767269,87,1.416
emotions_train_1,0.020012507817385873,0.9193245778611632,0.9671669793621015,0.9662288930581614,0.9634146341463417,0.9537210756722952,0.9886178861788619,0.9745417515274949,0.9608433734939759,0.967644084934277,0.9886466848319709,0.9799874921826142,0.975729181636316,0.9586221286881655,0.967009093461121,0.9879411451312018,0.9799874921826142,0.9858192620387741,0.9455909943714822,0.01876172607879925,0.04127579737335835,0.10694183864915573,0.01337294142172191,0.9895385929688696,0.9895380435789197,0.9471144353552909,0.9468811318334658,0.7002800107534399,87,0.889
emotions_train_1,0.029080675422138817,0.8761726078799249,0.9546591619762353,0.9555972482801753,0.9484677923702322,0.9319887429643531,0.9817385866166358,0.9561671763506626,0.9493927125506073,0.9527679024885729,0.9805429864253393,0.9709193245778611,0.9577164253798444,0.9473418785983316,0.9521987213945824,0.9793057411883561,0.9709193245778612,0.971211173650198,1.0131332082551594,0.03564727954971857,0.08067542213883677,0.18386491557223264,0.02525015634771732,0.9740543066952895,0.9740071152111476,0.9301349260766232,0.9300130653921863,1.3110260523869999,87,1.294
emotions_train_1,0.0306441525953721,0.8611632270168855,0.9524702939337085,0.9565353345841151,0.9445278298936843,0.9252657911194497,0.980018761726079,0.9486404833836858,0.9524772497472194,0.9505549949545913,0.9769126301493889,0.9693558474046279,0.9472535482549538,0.9517625632157355,0.949291344205001,0.9767611818010553,0.969355847404628,0.9726685570258351,1.0131332082551594,0.0450281425891182,0.0825515947467167,0.17073170731707318,0.022404627892432766,0.9527632884957371,0.952518379356442,0.9154643897983162,0.9152986073984306,1.968575180855158,87,2.197
emotions_train_1,0.10225140712945589,0.624765478424015,0.8350218886804257,0.8395872420262664,0.8207629768605391,0.7748905565978736,0.9282989368355227,0.838974358974359,0.8279352226720648,0.8334182373917474,0.9289592760180996,0.8977485928705441,0.8338322319946639,0.8218082870805814,0.8274772772681794,0.927504104015851,0.8977485928705441,0.9201688555347086,1.25328330206379,0.09943714821763602,0.23639774859287055,0.5196998123827392,0.06857932040858869,0.8790527693589422,0.8780322558559456,0.856218071726464,0.8555550423359761,2.426036929319974,87,1.132
emotions_train_1,0.10225140712945589,0.624765478424015,0.8350218886804257,0.8395872420262664,0.8207629768605391,0.7748905565978736,0.9282989368355227,0.838974358974359,0.8279352226720648,0.8334182373917474,0.9289592760180996,0.8977485928705441,0.8338322319946639,0.8218082870805814,0.8274772772681794,0.927504104015851,0.8977485928705441,0.9201688555347086,1.25328330206379,0.09943714821763602,0.23639774859287055,0.5196998123827392,0.06857932040858869,0.8790527693589422,0.8780322558559456,0.856218071726464,0.8555550423359761,2.426036929319974,87,1.19
emotions_train_1,0.02814258911819886,0.8799249530956847,0.9543464665415886,0.9552845528455286,0.9482176360225147,0.9324577861163229,0.9818323952470297,0.9563008130081301,0.9524291497975709,0.9543610547667343,0.9805429864253393,0.9718574108818011,0.9569201106591771,0.950714308239899,0.9535605426208779,0.9795859672570498,0.9718574108818011,0.9723681467583905,0.9962476547842402,0.03564727954971857,0.07879924953095685,0.1669793621013133,0.023650198040441942,0.9745281874521958,0.9744924944260189,0.9368097956671083,0.9366759765033784,1.3042335865090222,87,1.398
emotions_train_1,0.03095684803001875,0.8780487804878049,0.9504377736085055,0.9562226391494686,0.9469311176628257,0.9312070043777363,0.9772983114446531,0.9467336683417086,0.9534412955465587,0.9500756429652042,0.9760180995475113,0.9690431519699813,0.9479246002578493,0.9520088260143877,0.9496940368140848,0.9749374279629773,0.9690431519699813,0.9663956639566392,1.0056285178236397,0.05065666041275797,0.08818011257035648,0.18386491557223264,0.02592766312278507,0.9718858242691035,0.9718533728342754,0.9351314293129204,0.9350292521365215,1.3398889713473712,87,1.439
