Dataset, Hamming Loss, Subset Accuracy, Example-Based Precision, Example-Based Recall, Example-Based F Measure, Example-Based Accuracy, Example-Based Specificity, Micro-averaged Precision, Micro-averaged Recall, Micro-averaged F-Measure, Micro-averaged Specificity, Micro-averaged Accuracy, Macro-averaged Precision, Macro-averaged Recall, Macro-averaged F-Measure, Macro-averaged Specificity, Macro-averaged Accuracy, Average Precision, Coverage, OneError, IsError, ErrorSetSize, Ranking Loss, Mean Average Precision, Geometric Mean Average Precision, Mean Average Interpolated Precision, Geometric Mean Average Interpolated Precision, Logarithmic Loss, number of evaluations, execution time
yeast_train_1,0.21027914614121512,0.07908045977011494,0.7084597701149428,0.5276194622746342,0.5802828206276507,0.46302486274900073,0.908686089134365,0.7030145680080773,0.5287481015404643,0.6035539595071513,0.9030237377543331,0.7897208538587849,0.3517295823542516,0.28205910533511447,0.28241498271720356,0.8044973924257006,0.7897208538587849,0.7228294336426627,7.257471264367816,0.2519540229885057,0.7337931034482759,8.831264367816091,0.23276076550707098,0.40281538557071855,0.2797854154789256,0.4362328371633245,0.32704916217091135,29.933116981446048,172,59.713
yeast_train_1,0.07858784893267665,0.5144827586206897,0.8533654442619953,0.9003062812028334,0.8637082009363439,0.8007604451742387,0.935969844969847,0.8527861056549157,0.8948795834237362,0.8733259223969085,0.93293142426526,0.9214121510673234,0.8488786225258115,0.8155547529530348,0.8256777222804977,0.8898931510288429,0.9214121510673233,0.9098029032533685,4.5425287356321835,0.10114942528735632,0.3774712643678161,2.023448275862069,0.05531169769839728,0.8778284424918634,0.8722402514589785,0.8575779678590688,0.8523762956760899,6.778968259175238,172,93.56
yeast_train_1,0.07858784893267665,0.5144827586206897,0.8533654442619953,0.9003062812028334,0.8637082009363439,0.8007604451742387,0.935969844969847,0.8527861056549157,0.8948795834237362,0.8733259223969085,0.93293142426526,0.9214121510673234,0.8488786225258115,0.8155547529530348,0.8256777222804977,0.8898931510288429,0.9214121510673233,0.9098029032533685,4.5425287356321835,0.10114942528735632,0.3774712643678161,2.023448275862069,0.05531169769839728,0.8778284424918634,0.8722402514589785,0.8575779678590688,0.8523762956760899,6.778968259175238,172,35.2
emotions_train_1,0.013133208255159477,0.926829268292683,0.9815509693558475,0.9743589743589745,0.9742964352720456,0.9643527204502814,0.993183239524703,0.9847560975609756,0.9728915662650602,0.9787878787878788,0.9931880108991825,0.9868667917448405,0.9878096748064591,0.9720039125880441,0.97971935529488,0.9920727814162897,0.9868667917448405,0.9930268918073796,0.9024390243902439,0.009380863039399626,0.02626641651031895,0.04127579737335835,0.005195955805711903,0.9950066704579758,0.9950013164855575,0.9725352052406522,0.9723215713191016,0.44109465327830516,87,5.404
emotions_train_1,0.03158223889931206,0.8630393996247655,0.9509068167604753,0.9509068167604754,0.9410256410256418,0.9224515322076299,0.9813008130081304,0.9512195121951219,0.9464105156723963,0.9488089204257476,0.9782707107288365,0.9684177611006879,0.9521458699581764,0.9458329009971204,0.9485711211887741,0.9774018877570874,0.9684177611006878,0.9718336483931947,0.9906191369606003,0.05065666041275797,0.07692307692307693,0.1425891181988743,0.01985094850948509,0.9557583449514491,0.9556446726904885,0.9151092661739756,0.915004175738107,1.8434053541559223,87,5.444
emotions_train_1,0.013133208255159477,0.926829268292683,0.9815509693558475,0.9743589743589745,0.9742964352720456,0.9643527204502814,0.993183239524703,0.9847560975609756,0.9728915662650602,0.9787878787878788,0.9931880108991825,0.9868667917448405,0.9878096748064591,0.9720039125880441,0.97971935529488,0.9920727814162897,0.9868667917448405,0.9930268918073796,0.9024390243902439,0.009380863039399626,0.02626641651031895,0.04127579737335835,0.005195955805711903,0.9950066704579758,0.9950013164855575,0.9725352052406522,0.9723215713191016,0.44109465327830516,87,5.568
emotions_train_1,0.013758599124452781,0.9343339587242027,0.9821763602251408,0.9762351469668541,0.9760475297060668,0.9668542839274545,0.9920575359599749,0.9827586206896551,0.9728915662650602,0.9778002018163471,0.9922797456857403,0.9862414008755472,0.9844210291920864,0.9726288188521043,0.9784520923563025,0.9915656541567807,0.9862414008755471,0.995403377110694,0.9043151969981238,0.001876172607879925,0.0225140712945591,0.0375234521575985,0.004560141755263706,0.9969948089395322,0.9969892043187574,0.983884379701126,0.9836529700142198,0.35609574746090766,87,2.07
emotions_train_1,0.01469668542839275,0.9230769230769231,0.9779549718574109,0.9796747967479676,0.974778879656929,0.9637273295809883,0.9886178861788619,0.974974974974975,0.9779116465863453,0.9764411027568922,0.9886466848319709,0.9853033145716072,0.9762639555701192,0.9777136082279236,0.9768421161637743,0.9879699391267139,0.9853033145716071,0.9930268918073796,0.9136960600375235,0.0075046904315197,0.02626641651031895,0.05065666041275797,0.0063164477798624144,0.9958918180911479,0.9958878209376512,0.9769702224307094,0.9767593351963867,0.4589706042681937,87,2.18
emotions_train_1,0.035647279549718566,0.8555347091932458,0.9471544715447155,0.9480925578486553,0.9371482176360233,0.9177611006879298,0.9782363977485931,0.9441624365482234,0.9403437815975733,0.9422492401215805,0.9751018560434586,0.9643527204502814,0.9440679173362833,0.9400720773572834,0.9412535674633258,0.974798162254265,0.9643527204502815,0.9687198067632851,1.0112570356472796,0.054409005628517824,0.08630393996247655,0.17823639774859287,0.023816968938920147,0.9540627606188207,0.9538104348624846,0.9169663813694869,0.916808937153063,1.9014980689571845,87,3.116
emotions_train_1,0.0312695434646654,0.8574108818011257,0.9543464665415885,0.9546591619762353,0.9442776735459671,0.9240150093808631,0.9796747967479676,0.9476334340382678,0.9514661274014156,0.9495459132189707,0.9764599366229063,0.9687304565353346,0.9482197156515483,0.9501969147399487,0.9486712098313287,0.9757984767155174,0.9687304565353346,0.9713715605965134,1.0150093808630394,0.04690431519699812,0.08630393996247655,0.16885553470919323,0.022477590160516987,0.9552024788324878,0.9550924274046221,0.9173442088481601,0.9172318483377531,1.9318558815186393,87,2.959
emotions_train_1,0.03533458411507193,0.8536585365853658,0.9480925578486553,0.9474671669793623,0.9373358348968114,0.9168230143839899,0.9782989368355223,0.9442190669371197,0.9413549039433772,0.9427848101265823,0.9751018560434586,0.964665415884928,0.94440737164032,0.9387976040756306,0.9410061776585646,0.9743608413600929,0.9646654158849279,0.9705419029615626,1.00375234521576,0.05065666041275797,0.08442776735459662,0.1575984990619137,0.02136752136752136,0.9543081065246829,0.9541175916238616,0.9158417001692295,0.915657093211861,1.8591606889712688,87,3.43
emotions_train_1,0.03314571607254534,0.8592870544090057,0.9487179487179488,0.9534083802376485,0.9410256410256418,0.9216697936210131,0.9781113195747345,0.9446122860020141,0.948432760364004,0.9465186680121089,0.9751018560434586,0.9668542839274546,0.9437481157449407,0.9487054867266034,0.9458886509652653,0.9747848666266409,0.9668542839274546,0.9693499264860322,1.0168855534709194,0.04878048780487805,0.08818011257035648,0.17636022514071295,0.023749218261413376,0.9529355818776684,0.9526816277412099,0.916608580167078,0.9164638470213315,1.9547836430925227,87,3.163
emotions_train_1,0.034396497811131965,0.8480300187617261,0.9443402126328955,0.9490306441525956,0.9364602876798008,0.9158849280800501,0.9784240150093813,0.9434914228052472,0.9453993933265925,0.9444444444444444,0.974649162516976,0.965603502188868,0.9410951637172911,0.9444830462452524,0.942360915237021,0.9746855898753335,0.965603502188868,0.9692501575299309,1.024390243902439,0.04878048780487805,0.0900562851782364,0.1801125703564728,0.024254742547425462,0.9496300533083919,0.9492897367317137,0.9139300642662139,0.9137364660492701,2.064941417139164,87,3.113
emotions_train_1,0.03533458411507193,0.8536585365853658,0.9480925578486553,0.9474671669793623,0.9373358348968114,0.9168230143839899,0.9782989368355223,0.9442190669371197,0.9413549039433772,0.9427848101265823,0.9751018560434586,0.964665415884928,0.94440737164032,0.9387976040756306,0.9410061776585646,0.9743608413600929,0.9646654158849279,0.9705419029615626,1.00375234521576,0.05065666041275797,0.08442776735459662,0.1575984990619137,0.02136752136752136,0.9543081065246829,0.9541175916238616,0.9158417001692295,0.915657093211861,1.8591606889712688,87,3.062
emotions_train_1,0.03252032520325203,0.8630393996247655,0.954659161976235,0.9509068167604754,0.9416510318949352,0.9218261413383363,0.9797998749218266,0.9474216380182002,0.9474216380182002,0.9474216380182002,0.9764599366229063,0.967479674796748,0.9461175575665527,0.9465055610722751,0.9460036864686416,0.9763314303612315,0.9674796747967479,0.9681264440243647,1.0187617260787993,0.05065666041275797,0.09193245778611632,0.16885553470919323,0.02351469668542839,0.9566795836319284,0.956584575384469,0.9175509714954271,0.9174554000640434,1.846087591261309,87,3.053
emotions_train_1,0.03314571607254534,0.8630393996247655,0.9452782989368355,0.9515322076297686,0.9388993120700444,0.9205753595997497,0.9790806754221391,0.9464105156723963,0.9464105156723963,0.9464105156723963,0.9760072430964237,0.9668542839274546,0.9452600260686532,0.9464093477001034,0.9455443571733094,0.9757728228380084,0.9668542839274546,0.9738237765175384,1.0112570356472796,0.04127579737335835,0.0825515947467167,0.17448405253283303,0.022488013341671872,0.9570106845029817,0.9568334132657812,0.9178480892480301,0.9177297833886784,1.872266503564809,87,2.017
emotions_train_1,0.03283302063789868,0.8630393996247655,0.9509068167604754,0.9559099437148219,0.9434021263289563,0.9243277048155099,0.9775797373358353,0.9428857715430862,0.9514661274014156,0.9471565173628586,0.9741964689904934,0.9671669793621013,0.9418506426609939,0.9516557093043865,0.9462605185680265,0.9740470787239262,0.9671669793621013,0.9675488342785128,1.0168855534709194,0.054409005628517824,0.09380863039399624,0.17073170731707318,0.023582447362935164,0.95186979697638,0.9516433799169722,0.9144289445819673,0.9142240359685762,1.9878264683938394,87,2.218
emotions_train_1,0.015009380863039403,0.9324577861163227,0.9696685428392744,0.9806128830519074,0.9702939337085682,0.960913070669168,0.9874921826141341,0.967741935483871,0.9836065573770492,0.975609756097561,0.9855985598559855,0.9849906191369606,0.9663932810440546,0.9832523853342362,0.9747310489889051,0.9854770103190456,0.9849906191369606,0.9869601677148848,0.8836772983114447,0.028142589118198873,0.03189493433395872,0.058161350844277676,0.008176985616010008,0.9778752465237872,0.9778044513537942,0.9562099349242494,0.9560228829132689,0.8345849306080608,87,7.619
